samples,min_raw,median_price,q1_price,avg_price,max_price,fraction_low,low_threshold,low_count,normal_min,decision,cutoff,articulum
34,100.0,7651.0,4220.0,8329.882352941177,25483.0,0.14705882352941177,3060.4,5,2950.0,filtered_outliers,2532.0,A4704230600
53,499.0,7137.0,4273.0,7128.169811320755,15650.0,0.16981132075471697,2854.8,9,2999.0,filtered_outliers,2563.7999999999997,A0004209004
38,12.0,10000.0,5000.0,10194.421052631578,34350.0,0.10526315789473684,4000.0,4,3000.0,filtered_outliers,3000.0,LR070246
62,500.0,3636.5,3386.0,9353.225806451614,50000.0,0.016129032258064516,1454.6000000000001,1,3000.0,filtered_outliers,2031.6,1K0615301M
52,919.0,6000.0,4413.5,6282.115384615385,15000.0,0.038461538461538464,2400.0,2,3000.0,filtered_outliers,2648.1,WJI500030
134,690.0,7585.0,5000.0,9042.029850746268,32880.0,0.11940298507462686,3034.0,16,3000.0,filtered_outliers,3000.0,LR035493
183,11.0,7000.0,5000.0,8952.79781420765,47497.0,0.07103825136612021,2800.0,13,3000.0,filtered_outliers,3000.0,02T311206
149,949.0,9090.0,4860.0,15406.44966442953,175000.0,0.087248322147651,3636.0,13,3000.0,filtered_outliers,2916.0,51745A22C60
87,420.0,6800.0,5000.0,7588.183908045977,33500.0,0.05747126436781609,2720.0,5,3000.0,filtered_outliers,3000.0,A2034702394
89,960.0,6100.0,4535.0,7001.393258426966,30900.0,0.06741573033707865,2440.0,6,3000.0,filtered_outliers,2721.0,A2700109703
173,573.0,5443.0,4357.0,6077.959537572255,15050.0,0.023121387283236993,2177.2000000000003,4,3000.0,filtered_outliers,2614.2,VKBA3643
22,850.0,8170.0,4862.5,8282.454545454546,19707.0,0.18181818181818182,3268.0,4,3000.0,filtered_outliers,2917.5,A1665005275
76,500.0,5600.0,4449.25,9492.171052631578,53320.0,0.07894736842105263,2240.0,6,3001.0,filtered_outliers,2669.5499999999997,60U945307A
123,680.0,7514.0,5003.0,9549.18699186992,45000.0,0.08130081300813008,3005.6000000000004,10,3014.0,filtered_outliers,3001.7999999999997,A1664230700
62,306.0,8466.0,4890.0,8511.112903225807,23858.0,0.1774193548387097,3386.4,11,3071.0,filtered_outliers,2934.0,A0004209304
101,477.0,9000.0,4500.0,12580.990099009901,100000.0,0.0891089108910891,3600.0,9,3150.0,filtered_outliers,2700.0,A0008800300
90,111.0,8000.0,5250.0,8437.777777777777,20000.0,0.05555555555555555,3200.0,5,3150.0,filtered_outliers,3150.0,A0009059413
43,250.0,9500.0,4813.0,11999.372093023256,36340.0,0.13953488372093023,3800.0,6,3150.0,filtered_outliers,2887.7999999999997,06L103144K
119,650.0,10700.0,5017.5,34390.5462184874,420000.0,0.17647058823529413,4280.0,21,3187.0,filtered_outliers,3010.5,34116799964
133,900.0,7477.0,4500.0,10733.293233082706,150000.0,0.045112781954887216,2990.8,6,3220.0,filtered_outliers,2700.0,A0004205102
58,600.0,5450.0,4632.5,6020.879310344828,12122.0,0.06896551724137931,2180.0,4,3278.0,filtered_outliers,2779.5,710001645
36,880.0,5442.5,4695.0,6046.083333333333,12027.0,0.08333333333333333,2177.0,3,3450.0,filtered_outliers,2817.0,A0004201405
30,550.0,8285.0,3485.0,16836.1,269000.0,0.23333333333333334,3314.0,7,3480.0,filtered_outliers,2091.0,03H109569
128,680.0,8638.0,5140.75,8804.1640625,43719.0,0.1328125,3455.2000000000003,17,3500.0,filtered_outliers,3084.45,A2722000901
46,769.0,5851.0,4570.75,7866.304347826087,20000.0,0.021739130434782608,2340.4,1,3500.0,filtered_outliers,2742.45,059903133R
199,430.0,6165.0,5378.5,8887.40703517588,55350.0,0.07035175879396985,2466.0,14,3500.0,filtered_outliers,3227.1,A2711801410
96,500.0,7499.5,5438.75,7278.09375,14822.0,0.0625,2999.8,6,3500.0,filtered_outliers,3263.25,K015680XS
47,550.0,9171.0,5551.5,9451.553191489362,27683.0,0.2127659574468085,3668.4,10,3570.0,filtered_outliers,3330.9,09P321370
98,800.0,7320.0,5916.75,9281.42857142857,35000.0,0.09183673469387756,2928.0,9,3600.0,filtered_outliers,3550.0499999999997,A1644211312
48,999.0,7710.0,5775.0,9926.5625,99000.0,0.10416666666666667,3084.0,5,3658.0,filtered_outliers,3465.0,003519185F
57,200.0,8052.0,4110.0,12292.333333333334,45121.0,0.15789473684210525,3220.8,9,3663.0,filtered_outliers,2466.0,03H109503
134,450.0,9250.0,6000.0,17657.776119402984,92272.0,0.07462686567164178,3700.0,10,3684.0,filtered_outliers,3600.0,03F105266
56,492.0,8939.0,5819.75,8862.92857142857,14860.0,0.017857142857142856,3575.6000000000004,1,3794.0,filtered_outliers,3491.85,VKBA7011
47,946.0,10620.0,5698.0,14550.659574468085,42680.0,0.0851063829787234,4248.0,4,3796.0,filtered_outliers,3418.7999999999997,03C121004K
12,946.0,9896.0,6000.0,8963.666666666666,13175.0,0.16666666666666666,3958.4,2,3830.0,filtered_outliers,3600.0,LR111341
124,100.0,8545.0,6200.25,10500.90322580645,25000.0,0.056451612903225805,3418.0,7,3830.0,filtered_outliers,3720.1499999999996,A1643302401
127,325.0,10000.0,5575.0,15041.866141732284,49789.0,0.1968503937007874,4000.0,25,3850.0,filtered_outliers,3345.0,03H103429L
162,144.0,7391.5,6000.0,8712.061728395061,43059.0,0.06790123456790123,2956.6000000000004,11,3880.0,filtered_outliers,3600.0,3AA919051L
92,983.0,9467.5,5378.75,17688.75,390000.0,0.021739130434782608,3787.0,2,3900.0,filtered_outliers,3227.25,9Y0698451AC
32,665.0,7499.5,4749.75,13594.90625,42740.0,0.125,2999.8,4,3937.0,filtered_outliers,2849.85,5TB837015E
102,680.0,8816.0,6225.0,12228.509803921568,73000.0,0.06862745098039216,3526.4,7,3999.0,filtered_outliers,3735.0,A2053305901
69,150.0,7562.0,5950.0,8038.898550724638,28500.0,0.014492753623188406,3024.8,1,4000.0,filtered_outliers,3570.0,A0009935002
118,800.0,10500.0,6247.5,15436.389830508475,120978.0,0.06779661016949153,4200.0,8,4000.0,filtered_outliers,3748.5,13537585261
132,800.0,13634.0,6354.0,17741.234848484848,270000.0,0.23484848484848486,5453.6,31,4000.0,filtered_outliers,3812.3999999999996,8W0615601K
86,500.0,11564.5,6472.5,12313.348837209302,46941.0,0.09302325581395349,4625.8,8,4000.0,filtered_outliers,3883.5,04E109088AN
95,750.0,11400.0,6750.0,14221.168421052631,52240.0,0.1368421052631579,4560.0,13,4200.0,filtered_outliers,4050.0,06L121111
68,930.0,8932.5,7093.75,21235.279411764706,100000.0,0.07352941176470588,3573.0,5,4275.0,filtered_outliers,4256.25,8V0880204G
117,550.0,9700.0,7000.0,12440.880341880342,61425.0,0.08547008547008547,3880.0,10,4300.0,filtered_outliers,4200.0,A2762001301
106,300.0,9262.5,6894.5,9789.245283018869,37200.0,0.1792452830188679,3705.0,19,4300.0,filtered_outliers,4136.7,A1643202431
201,767.0,9879.0,7015.0,11855.074626865671,55146.0,0.05472636815920398,3951.6000000000004,11,4400.0,filtered_outliers,4209.0,A1663300107
42,999.0,10725.0,6480.0,11023.904761904761,25000.0,0.09523809523809523,4290.0,4,4410.0,filtered_outliers,3888.0,A1643300801
41,800.0,6300.0,4749.0,10339.536585365853,75000.0,0.024390243902439025,2520.0,1,4500.0,filtered_outliers,2849.4,4G8880204F
127,800.0,7500.0,6900.0,8276.732283464567,40330.0,0.015748031496062992,3000.0,2,4500.0,filtered_outliers,4140.0,4F0616013
28,500.0,9500.0,7357.5,9397.32142857143,19700.0,0.03571428571428571,3800.0,1,4500.0,filtered_outliers,4414.5,A0009909819
21,499.0,9000.0,5490.0,8320.047619047618,13500.0,0.09523809523809523,3600.0,2,4500.0,filtered_outliers,3294.0,B66470156
56,100.0,8810.5,6875.0,10504.035714285714,33812.0,0.03571428571428571,3524.2000000000003,2,4500.0,filtered_outliers,4125.0,4M0407694E
139,440.0,9500.0,7500.0,14886.676258992806,94990.0,0.04316546762589928,3800.0,6,4500.0,filtered_outliers,4500.0,6NW009550
80,900.0,9390.0,7003.75,13831.4875,43840.0,0.0625,3756.0,5,4500.0,filtered_outliers,4202.25,A2133302100
62,800.0,11164.5,7453.25,10825.161290322581,20879.0,0.16129032258064516,4465.8,10,4500.0,filtered_outliers,4471.95,LR036058
152,700.0,11862.5,7000.0,11645.032894736842,125105.0,0.11842105263157894,4745.0,18,4500.0,filtered_outliers,4200.0,03L130277Q
76,900.0,7973.5,6358.0,12165.118421052632,97000.0,0.07894736842105263,3189.4,6,4619.0,filtered_outliers,3814.7999999999997,4H0615601H
74,950.0,15000.0,7625.0,29648.445945945947,191460.0,0.20270270270270271,6000.0,15,4672.0,filtered_outliers,4575.0,WGS500110
122,11.0,7000.0,5812.5,11902.66393442623,35055.0,0.10655737704918032,2800.0,13,4750.0,filtered_outliers,3487.5,096323981P
115,400.0,10966.0,7172.0,12936.747826086956,34042.0,0.11304347826086956,4386.400000000001,13,4750.0,filtered_outliers,4303.2,A6420103707
202,99.0,11000.0,7977.5,16046.633663366336,175000.0,0.054455445544554455,4400.0,11,4788.0,filtered_outliers,4786.5,A0995002703
127,200.0,8600.0,6995.0,11128.1968503937,43950.0,0.007874015748031496,3440.0,1,4950.0,filtered_outliers,4197.0,A2222408517
156,100.0,13000.0,8000.0,19942.45512820513,380000.0,0.09615384615384616,5200.0,15,4997.0,filtered_outliers,4800.0,5Q0505235J
65,810.0,13300.0,8010.0,26853.784615384615,237500.0,0.13846153846153847,5320.0,9,5000.0,filtered_outliers,4806.0,4K0807065GRU
73,471.0,9000.0,5900.0,18044.08219178082,475000.0,0.1780821917808219,3600.0,13,5000.0,filtered_outliers,3540.0,A6510101230
24,700.0,15781.5,7700.0,14167.083333333334,29302.0,0.20833333333333334,6312.6,5,5000.0,filtered_outliers,4620.0,LR005254
192,10.0,7000.0,5000.0,8023.239583333333,30241.0,0.026041666666666668,2800.0,5,5000.0,filtered_outliers,3000.0,0AJ311206E
131,389.0,7500.0,7500.0,10479.36641221374,64419.0,0.04580152671755725,3000.0,6,5000.0,filtered_outliers,4500.0,LR032067
37,285.0,9500.0,7670.0,9901.513513513513,18525.0,0.05405405405405406,3800.0,2,5000.0,filtered_outliers,4602.0,A0009829508
79,599.0,18000.0,7300.0,23551.74683544304,111383.0,0.13924050632911392,7200.0,11,5000.0,filtered_outliers,4500.0,A0009051103
179,800.0,12500.0,7000.0,13956.162011173185,115570.0,0.027932960893854747,5000.0,5,5000.0,filtered_outliers,4200.0,A1643206013
19,721.0,12000.0,8426.5,11577.631578947368,18047.0,0.05263157894736842,4800.0,1,5145.0,filtered_outliers,5055.9,WGC500150
121,999.0,12680.0,8500.0,12661.396694214876,60600.0,0.10743801652892562,5072.0,13,5220.0,filtered_outliers,5100.0,A2213370245
52,781.0,13100.0,7900.0,13656.961538461539,41100.0,0.057692307692307696,5240.0,3,5490.0,filtered_outliers,4740.0,A0009935876
82,105.0,14105.0,8415.0,32281.036585365855,163000.0,0.15853658536585366,5642.0,13,5500.0,filtered_outliers,5049.0,A2137300205
65,300.0,9400.0,8000.0,10019.784615384615,26660.0,0.07692307692307693,3760.0,5,5600.0,filtered_outliers,4800.0,06H127025K
83,450.0,15000.0,9335.0,19583.927710843374,230000.0,0.18072289156626506,6000.0,15,5650.0,filtered_outliers,5601.0,03H109465
96,100.0,12370.5,9477.75,13061.260416666666,35550.0,0.08333333333333333,4948.200000000001,8,5700.0,filtered_outliers,5686.65,A0004212112
23,100.0,13500.0,7500.0,38298.65217391304,510000.0,0.08695652173913043,5400.0,2,5820.0,filtered_outliers,4500.0,059130277ED
50,599.0,16550.0,9898.25,21175.22,60000.0,0.14,6620.0,7,6000.0,filtered_outliers,5938.95,LR035556
184,10.0,11800.0,8225.0,13300.070652173914,90000.0,0.19021739130434784,4720.0,35,6000.0,filtered_outliers,4935.0,55502JD00A
24,499.0,15500.0,9742.25,16914.5,41325.0,0.125,6200.0,3,6000.0,filtered_outliers,5845.349999999999,A2C59511700
37,470.0,8787.0,7800.0,10733.513513513513,26999.0,0.08108108108108109,3514.8,3,6082.0,filtered_outliers,4680.0,8R0407694B
83,930.0,11999.0,9000.0,12646.783132530121,36100.0,0.024096385542168676,4799.6,2,6200.0,filtered_outliers,5400.0,03C127026C
29,624.0,20100.0,9800.0,17844.206896551725,38360.0,0.10344827586206896,8040.0,3,6300.0,filtered_outliers,5880.0,A0002007323
198,720.0,13500.0,10342.5,38306.67676767677,717000.0,0.025252525252525252,5400.0,5,6500.0,filtered_outliers,6205.5,A0995003500
17,900.0,14700.0,10000.0,13763.117647058823,23504.0,0.058823529411764705,5880.0,1,6500.0,filtered_outliers,6000.0,LR022564
31,494.0,9995.0,8176.5,15103.129032258064,31500.0,0.06451612903225806,3998.0,2,6500.0,filtered_outliers,4905.9,420887445
136,800.0,12999.0,10000.0,20779.176470588234,144000.0,0.051470588235294115,5199.6,7,6642.0,filtered_outliers,6000.0,A-6421540402
64,870.0,9913.5,8294.5,9992.5625,35471.0,0.0625,3965.4,4,6700.0,filtered_outliers,4976.7,CT908WP1
87,936.0,16200.0,9468.0,17732.528735632182,48160.0,0.14942528735632185,6480.0,13,6710.0,filtered_outliers,5680.8,06E109465
33,902.0,11261.0,9800.0,11286.39393939394,23543.0,0.06060606060606061,4504.400000000001,2,6875.0,filtered_outliers,5880.0,LR180125
129,100.0,16000.0,10800.0,33332.782945736435,407000.0,0.10077519379844961,6400.0,13,6900.0,filtered_outliers,6480.0,5Q0121203DE
16,450.0,9645.0,7928.0,11852.875,25200.0,0.125,3858.0,2,6970.0,filtered_outliers,4756.8,1K0919051CJ
64,15.0,12000.0,8000.0,11561.265625,47430.0,0.015625,4800.0,1,6999.0,filtered_outliers,4800.0,A2139005711
142,100.0,18000.0,11250.0,31270.091549295776,218984.0,0.1619718309859155,7200.0,23,7000.0,filtered_outliers,6750.0,4M0821106D
59,1.0,18200.0,9788.0,17228.101694915254,48999.0,0.2033898305084746,7280.0,12,7000.0,filtered_outliers,5872.8,A4473265400
25,902.0,23120.0,9870.0,18901.32,37320.0,0.16,9248.0,4,7000.0,filtered_outliers,5922.0,06H115105GC
167,800.0,17575.0,9599.5,20683.45508982036,96774.0,0.19161676646706588,7030.0,32,7000.0,filtered_outliers,5759.7,A0009931078
62,900.0,10120.0,8171.25,12222.209677419354,60658.0,0.016129032258064516,4048.0,1,7000.0,filtered_outliers,4902.75,LR024473
73,790.0,14880.0,8500.0,19105.904109589042,78000.0,0.1095890410958904,5952.0,8,7200.0,filtered_outliers,5100.0,A1668800506
48,999.0,15990.0,11960.0,18754.270833333332,42000.0,0.10416666666666667,6396.0,5,7252.0,filtered_outliers,7176.0,A6420102528
14,1.0,12800.0,8180.25,12372.92857142857,23877.0,0.21428571428571427,5120.0,3,7307.0,filtered_outliers,4908.15,LR023004
121,111.0,15000.0,9000.0,19714.00826446281,290400.0,0.17355371900826447,6000.0,21,7500.0,filtered_outliers,5400.0,059103470AS
98,100.0,17430.0,12027.0,20291.48979591837,67999.0,0.030612244897959183,6972.0,3,7500.0,filtered_outliers,7216.2,03L198119F
224,798.0,13500.0,11500.0,17070.397321428572,318978.0,0.008928571428571428,5400.0,2,7740.0,filtered_outliers,6900.0,A2213205513
11,999.0,8100.0,7900.0,7967.0,13000.0,0.18181818181818182,3240.0,2,7800.0,filtered_outliers,4740.0,4G0698151AH
227,50.0,19000.0,13000.0,23635.334801762114,111377.0,0.039647577092511016,7600.0,9,7800.0,filtered_outliers,7800.0,60U831056
82,100.0,15775.0,12600.0,24060.036585365855,120000.0,0.024390243902439025,6310.0,2,7830.0,filtered_outliers,7560.0,A0141540402
63,800.0,15000.0,9880.0,16926.190476190477,65000.0,0.14285714285714285,6000.0,9,7920.0,filtered_outliers,5928.0,LR008958
152,900.0,19755.0,12750.0,25721.894736842107,127000.0,0.125,7902.0,19,7990.0,filtered_outliers,7650.0,AX2Q6K682CB
44,750.0,15041.5,12000.0,17663.454545454544,39789.0,0.06818181818181818,6016.6,3,8000.0,filtered_outliers,7200.0,06J133201AR
19,525.0,13290.0,11170.0,12565.684210526315,23149.0,0.15789473684210525,5316.0,3,8000.0,filtered_outliers,6702.0,03L905061H
29,550.0,14651.0,8480.0,13892.51724137931,29950.0,0.20689655172413793,5860.400000000001,6,8000.0,filtered_outliers,5088.0,A1768200144
54,590.0,15420.0,13250.0,17786.037037037036,80600.0,0.09259259259259259,6168.0,5,8000.0,filtered_outliers,7950.0,LR076696
101,800.0,13500.0,12700.0,13784.534653465347,27668.0,0.04950495049504951,5400.0,5,8000.0,filtered_outliers,7620.0,A0009063000
50,650.0,16375.0,12895.0,15624.92,26290.0,0.04,6550.0,2,8392.0,filtered_outliers,7737.0,CT1134K1
24,950.0,22384.0,14099.75,29222.583333333332,69418.0,0.125,8953.6,3,8490.0,filtered_outliers,8459.85,A1673306700
69,800.0,17910.0,11700.0,24109.420289855072,115200.0,0.13043478260869565,7164.0,9,8500.0,filtered_outliers,7020.0,06H198205N
149,100.0,18000.0,13500.0,21014.46979865772,70000.0,0.1476510067114094,7200.0,22,8860.0,filtered_outliers,8100.0,A1669063301
147,400.0,17500.0,11495.0,14235.530612244898,25000.0,0.2108843537414966,7000.0,31,9000.0,filtered_outliers,6897.0,LR045251
23,10.0,24999.0,13792.5,22545.130434782608,41265.0,0.17391304347826086,9999.6,4,9000.0,filtered_outliers,8275.5,0B5927321F
144,659.0,27000.0,14999.75,39285.069444444445,185000.0,0.09027777777777778,10800.0,13,9120.0,filtered_outliers,8999.85,A1666205901
103,100.0,14500.0,10990.0,25233.33009708738,193600.0,0.009708737864077669,5800.0,1,9200.0,filtered_outliers,6594.0,A1673237400
112,500.0,22450.0,12000.0,23380.366071428572,110000.0,0.23214285714285715,8980.0,26,9240.0,filtered_outliers,7200.0,7P0616006H
49,900.0,26600.0,16200.0,35513.510204081635,183598.0,0.14285714285714285,10640.0,7,9800.0,filtered_outliers,9720.0,A2721402201
29,850.0,30000.0,15893.0,28182.55172413793,65000.0,0.1724137931034483,12000.0,5,9842.0,filtered_outliers,9535.8,LR015177
95,100.0,23000.0,15650.0,27107.915789473685,95000.0,0.16842105263157894,9200.0,16,10000.0,filtered_outliers,9390.0,A2053308403
18,900.0,10908.0,10485.0,10329.888888888889,17480.0,0.16666666666666666,4363.2,3,10480.0,filtered_outliers,6291.0,A0024601948
160,990.0,25320.0,16900.0,25108.14375,255000.0,0.16875,10128.0,27,11000.0,filtered_outliers,10140.0,A0019828108
83,600.0,28500.0,17200.0,27283.951807228917,67673.0,0.0963855421686747,11400.0,8,11189.0,filtered_outliers,10320.0,059103469DE
49,700.0,21200.0,15300.0,29186.755102040817,88569.0,0.12244897959183673,8480.0,6,11400.0,filtered_outliers,9180.0,A0009053303
40,463.0,19475.0,14225.0,23629.4,64248.0,0.05,7790.0,2,11900.0,filtered_outliers,8535.0,A4635001100
51,800.0,18000.0,12000.0,24020.176470588234,161851.0,0.23529411764705882,7200.0,12,12000.0,filtered_outliers,7200.0,A0002309111
154,589.0,25000.0,20000.0,29436.46103896104,128500.0,0.045454545454545456,10000.0,7,12000.0,filtered_outliers,12000.0,A0009052504
10,500.0,19000.0,14500.0,20786.2,58000.0,0.1,7600.0,1,12000.0,filtered_outliers,8700.0,04L130277AL
30,410.0,25828.0,18462.5,24839.733333333334,70000.0,0.13333333333333333,10331.2,4,12000.0,filtered_outliers,11077.5,A1642820182
75,700.0,20000.0,15700.0,31027.133333333335,130136.0,0.05333333333333334,8000.0,4,12000.0,filtered_outliers,9420.0,A0009054603
56,800.0,17090.0,15375.0,24150.714285714286,85050.0,0.017857142857142856,6836.0,1,13300.0,filtered_outliers,9225.0,LR098788
70,100.0,28500.0,22049.75,42190.92857142857,314134.0,0.014285714285714285,11400.0,1,13860.0,filtered_outliers,13229.85,A2053304107
94,350.0,17500.0,15047.5,16058.212765957447,32000.0,0.18085106382978725,7000.0,17,14900.0,filtered_outliers,9028.5,LR011839
81,700.0,36899.0,24000.0,38250.92592592593,120600.0,0.16049382716049382,14759.6,13,15000.0,filtered_outliers,14400.0,09D300038K
67,430.0,31200.0,26102.0,32157.86567164179,75611.0,0.04477611940298507,12480.0,3,17000.0,filtered_outliers,15661.199999999999,LR005939
12,10.0,29508.0,25110.0,53625.833333333336,300000.0,0.16666666666666666,11803.2,2,19800.0,filtered_outliers,15066.0,A0009054907
95,100.0,50515.0,34600.0,54561.42105263158,228501.0,0.18947368421052632,20206.0,18,21000.0,filtered_outliers,20760.0,0BH398029B
6,600.0,29000.0,27950.0,24799.833333333332,32600.0,0.16666666666666666,11600.0,1,27600.0,filtered_outliers,16770.0,507032554
85,100.0,119000.0,70000.0,108353.11764705883,362463.0,0.18823529411764706,47600.0,16,45744.0,filtered_outliers,42000.0,A1664606000
86,200.0,149999.0,109750.0,213796.39534883722,6700000.0,0.19767441860465115,59999.600000000006,17,75000.0,filtered_outliers,65850.0,GA8HP51X
7,350.0,95000.0,77750.0,86013.28571428571,147320.0,0.14285714285714285,38000.0,1,76500.0,filtered_outliers,46650.0,415130054
22,100.0,195000.0,127250.0,223429.54545454544,852700.0,0.13636363636363635,78000.0,3,99000.0,filtered_outliers,76350.0,A1673305500
